record_type,bridge_rule,comparison,block_geoid,slr_ft,block_centroid_inundated,block_centroid_isolated,block_centroid_redundant,block_centroid_fragile,scenario_status,block_centroid_unclassified,status_flag_sum
status_partition_violation,intersect,,120860115003032,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003033,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003034,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003035,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003039,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003041,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003046,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003050,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003051,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003113,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003152,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003155,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860141001037,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869801001001,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869801001004,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869801001005,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869801001007,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001029,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001031,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001032,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001033,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001034,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001035,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001037,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001039,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001040,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001064,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001068,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869812001023,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869900000027,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211004,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211008,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151002,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151018,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151034,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151054,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174007,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174008,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174009,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174015,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174018,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174019,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174020,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174021,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174025,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174028,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174029,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174030,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174057,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174087,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174096,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174105,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174122,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174126,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174128,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174142,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174147,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174150,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174156,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174177,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174178,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174180,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174181,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174191,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174192,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174193,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174194,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174195,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174196,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174198,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174199,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174200,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174207,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174208,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174209,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174210,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013010,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013027,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013028,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013030,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011003,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011004,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011033,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990082031050,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011036,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011037,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011040,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011046,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011047,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011048,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011049,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011050,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011051,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011052,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011053,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011054,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012005,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012009,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012016,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012040,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012042,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012043,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012044,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001003,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001004,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001007,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001016,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001017,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001000,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001002,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001005,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001007,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001009,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000001,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000002,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000004,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000005,0,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001012,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001014,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001020,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001021,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001022,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001023,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001024,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001037,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001050,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001051,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001052,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001053,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001057,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001058,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001059,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001072,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081056,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081057,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081058,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081060,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081071,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081089,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081090,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081091,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081092,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123055,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123057,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123058,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123059,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003000,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003001,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003002,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003003,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003004,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003005,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003006,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003007,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003022,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003023,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003030,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003031,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003032,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003033,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003034,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003035,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003039,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003041,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003046,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003050,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003051,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003113,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003152,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003155,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860141001037,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869801001005,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869801001007,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001029,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001031,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001032,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001033,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001034,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001035,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001037,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001039,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001040,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001064,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001068,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869812001023,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869900000027,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211004,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211008,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151002,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151018,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151034,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151054,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174007,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174008,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174009,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174015,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174018,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174019,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174020,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174021,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174025,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174028,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174029,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174030,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174057,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174087,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174096,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174105,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174122,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174126,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174128,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174142,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174147,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174150,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174156,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174177,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174178,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174180,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174181,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174191,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174192,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174193,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174194,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174195,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174196,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174198,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174199,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174200,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174207,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174208,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174209,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174210,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013010,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013027,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013028,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013030,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011003,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011004,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011033,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990082031050,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011036,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011037,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011040,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011046,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011047,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011048,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011049,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011050,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011051,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011052,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011053,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011054,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012005,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012009,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012016,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012040,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012042,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012043,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012044,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001003,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001004,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001007,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001016,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001017,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001000,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001002,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001005,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001007,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001009,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000001,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000002,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000004,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000005,1,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001012,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001014,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001020,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001021,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001022,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001023,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001024,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001037,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001050,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001051,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001052,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001053,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001057,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001058,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001059,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001072,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081056,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081057,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081058,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081060,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081089,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081091,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114081092,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123055,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123057,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860114123058,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003000,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003001,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003002,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003003,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003004,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003005,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003006,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003007,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003022,2,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003023,2,0,0,0,0,unclassified,1,0
